account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_08455043,M,52,24022,44000,60,957,0.11,900,26774,LIVE
acc_08456625,M,18,11392,18000,48,501,0.15,760,0,PAID_UP
acc_08456877,M,41,18065,28000,48,737,0.12,850,0,PAID_UP
acc_08456993,M,26,14578,20000,60,455,0.13,830,0,PAID_UP
acc_08457718,M,18,19555,20000,36,636,0.09,950,0,PAID_UP
acc_08457749,M,43,11584,9000,36,316,0.16,700,0,PAID_UP
acc_08458087,M,39,11682,42000,72,911,0.16,710,24142,LIVE
acc_08458673,M,37,7054,17000,36,640,0.21,550,13986,LIVE
acc_08458803,M,30,20446,17000,60,361,0.1,920,2909,LIVE
acc_08459845,M,34,7125,13000,24,668,0.21,560,9290,LIVE
acc_08460958,M,47,7640,14000,48,441,0.22,540,0,PAID_UP
acc_08461361,M,44,6779,12000,48,391,0.24,520,6367,LIVE
acc_08464457,M,18,7143,25000,36,916,0.19,610,22500,LIVE
acc_08464704,M,29,20847,23000,24,1061,0.1,930,0,PAID_UP
acc_08464902,M,29,7138,15000,48,456,0.2,580,0,PAID_UP
acc_08467072,F,19,9432,34000,72,719,0.15,770,0,PAID_UP
acc_08467146,M,24,10529,15000,24,734,0.16,720,0,PAID_UP
acc_08468210,M,21,20429,55000,12,4810,0.09,950,0,PAID_UP
acc_08468385,F,50,16462,26000,36,864,0.12,870,0,PAID_UP
acc_08468979,M,37,18364,32000,60,712,0.12,870,0,PAID_UP
acc_08469545,F,48,7457,9000,60,233,0.19,600,0,PAID_UP
acc_08469915,F,25,3608,15000,60,423,0.23,520,3203,DEFAULT
acc_08470709,F,46,13148,13000,36,444,0.14,800,0,PAID_UP
acc_08470980,M,43,8811,8000,24,403,0.19,600,0,PAID_UP
acc_08471329,M,22,12769,24000,36,820,0.14,790,0,PAID_UP
acc_08471711,M,41,11588,18000,48,510,0.16,700,0,PAID_UP
acc_08472621,F,43,15278,33000,24,1553,0.12,860,0,PAID_UP
acc_08472634,M,39,21469,75000,24,3461,0.1,910,0,PAID_UP
acc_08473282,M,32,6522,20000,60,552,0.22,540,0,PAID_UP
acc_08475164,F,30,12266,26000,24,1236,0.13,830,0,PAID_UP
acc_08475717,M,32,22937,24000,36,763,0.09,950,0,PAID_UP
acc_08476634,M,18,13080,20000,48,537,0.13,810,0,PAID_UP
acc_08476728,F,30,9135,14000,60,340,0.16,720,0,PAID_UP
acc_08476828,M,26,15162,15000,36,505,0.13,840,0,PAID_UP
acc_08477314,F,33,14707,55000,72,1047,0.11,880,27867,LIVE
acc_08477662,M,43,15024,23000,48,629,0.14,790,0,PAID_UP
acc_08478115,M,22,10147,25000,36,879,0.16,710,8430,LIVE
acc_08478117,M,35,11341,16000,36,563,0.16,710,0,PAID_UP
acc_08478587,M,31,11558,35000,72,740,0.15,730,31500,LIVE
acc_08478716,M,43,16925,33000,60,751,0.13,830,15626,LIVE
acc_08478866,F,41,5852,9000,60,243,0.21,560,0,PAID_UP
acc_08479364,M,37,12639,39000,36,1352,0.15,740,0,PAID_UP
acc_08480276,M,40,7380,14000,48,434,0.21,550,0,PAID_UP
acc_08481260,M,22,7577,22000,60,571,0.19,620,19281,LIVE
acc_08482333,F,52,15007,11000,60,250,0.13,830,9900,LIVE
acc_08483975,M,35,10586,38000,60,944,0.17,690,0,PAID_UP
acc_08485725,M,36,10553,10000,48,289,0.17,680,0,PAID_UP
acc_08487528,F,60,25195,60000,36,1880,0.08,960,0,PAID_UP
acc_08488598,M,25,22548,92000,36,2883,0.08,970,0,PAID_UP
acc_08491008,M,40,27044,17000,60,345,0.08,960,0,PAID_UP
acc_08492207,F,24,6285,8000,60,203,0.18,630,0,PAID_UP
acc_08492357,M,37,8000,24000,12,2223,0.2,590,0,PAID_UP
acc_08493169,M,50,16792,45000,36,1538,0.14,800,0,PAID_UP
acc_08493249,F,31,5036,4000,60,108,0.21,560,2344,LIVE
acc_08493365,F,26,13275,34000,48,895,0.12,870,0,PAID_UP
acc_08493611,F,20,16617,47000,60,953,0.08,960,0,PAID_UP
acc_08494875,F,32,17374,18000,24,822,0.09,940,0,PAID_UP
acc_08495153,F,31,14287,31000,48,816,0.12,880,0,PAID_UP
acc_08495474,F,26,18899,36000,60,696,0.06,980,0,PAID_UP
acc_08496193,M,30,11714,47000,36,1629,0.15,740,0,PAID_UP
acc_08496239,M,37,22595,56000,12,4923,0.1,930,28677,LIVE
acc_08496460,M,26,7718,9000,48,269,0.19,610,0,PAID_UP
acc_08498195,M,48,36543,99000,12,8430,0.04,990,0,PAID_UP
acc_08498300,M,22,5201,18000,60,518,0.24,520,6057,DEFAULT
acc_08498456,M,48,28491,63000,36,2003,0.09,950,36415,LIVE
acc_08500672,M,43,11219,15000,60,373,0.17,680,0,PAID_UP
acc_08501743,F,36,13869,47000,48,1238,0.12,850,0,PAID_UP
acc_08502931,M,35,12784,10000,60,238,0.15,750,0,PAID_UP
acc_08503224,M,34,10645,15000,36,527,0.16,690,0,PAID_UP
acc_08503644,F,23,6729,22000,48,646,0.18,650,0,PAID_UP
acc_08504092,M,46,25591,44000,36,1399,0.09,930,0,PAID_UP
acc_08504199,F,31,13225,20000,60,445,0.12,850,0,PAID_UP
acc_08504230,M,31,6863,18000,24,925,0.21,560,14071,LIVE
acc_08504417,F,35,7392,15000,48,441,0.18,640,0,PAID_UP
acc_08505846,F,46,14962,31000,24,1459,0.12,850,0,PAID_UP
acc_08507827,F,23,16972,21000,60,426,0.08,960,6706,LIVE
acc_08508185,F,26,17791,33000,48,806,0.08,970,0,PAID_UP
acc_08508522,F,36,7748,20000,60,508,0.18,650,0,PAID_UP
acc_08508690,M,48,28122,19000,36,604,0.09,950,0,PAID_UP
acc_08509936,M,37,15628,48000,48,1288,0.13,820,0,PAID_UP
acc_08510957,M,47,28541,42000,48,1025,0.08,950,0,PAID_UP
acc_08512425,F,34,7818,27000,24,1335,0.17,660,5659,LIVE
acc_08514528,M,28,21915,26000,48,647,0.09,950,0,PAID_UP
acc_08515760,M,24,19453,20000,60,425,0.1,930,0,PAID_UP
acc_08516142,M,33,13910,44000,60,1024,0.14,790,0,PAID_UP
acc_08516286,F,29,17132,71000,36,2258,0.09,940,15362,LIVE
acc_08519206,F,29,9845,31000,36,1075,0.15,750,0,PAID_UP
acc_08519905,M,30,11899,16000,48,445,0.15,740,0,PAID_UP
acc_08521285,F,20,15486,20000,24,914,0.09,940,0,PAID_UP
acc_08521311,M,35,14033,26000,24,1248,0.14,790,0,PAID_UP
acc_08521347,M,30,11065,20000,48,567,0.16,720,0,PAID_UP
acc_08522354,F,40,10616,10000,48,278,0.15,750,0,PAID_UP
acc_08522579,M,46,11396,19000,36,677,0.17,680,0,PAID_UP
acc_08523337,F,30,11328,23000,48,629,0.14,800,0,PAID_UP
acc_08526121,M,45,10406,16000,48,470,0.18,650,0,PAID_UP
acc_08526666,F,30,15069,19000,60,413,0.11,900,0,PAID_UP
acc_08526971,F,26,15839,19000,12,1670,0.1,930,0,PAID_UP
acc_08527497,F,56,6462,16000,48,504,0.22,540,0,PAID_UP
acc_08527721,M,22,10231,33000,36,1160,0.16,710,8936,LIVE
acc_08528406,M,31,26412,105000,36,3194,0.06,990,0,PAID_UP
acc_08529105,M,43,10957,23000,48,664,0.17,680,0,PAID_UP
acc_08531375,M,25,8210,34000,24,1697,0.18,630,0,PAID_UP
acc_08532760,F,24,3042,10000,36,398,0.25,510,2171,DEFAULT
acc_08533597,M,40,11531,26000,60,632,0.16,700,0,PAID_UP
acc_08533645,M,34,12243,10000,60,238,0.15,740,0,PAID_UP
acc_08533862,M,23,13259,46000,60,1070,0.14,800,0,PAID_UP
acc_08533947,F,24,10778,16000,60,372,0.14,800,0,PAID_UP
acc_08534202,F,26,10750,47000,48,1284,0.14,790,0,PAID_UP
acc_08535422,M,43,18798,28000,36,930,0.12,860,6817,LIVE
acc_08536771,M,40,16896,18000,60,410,0.13,840,0,PAID_UP
acc_08537158,M,50,18890,50000,48,1341,0.13,840,0,PAID_UP
acc_08537425,M,24,19094,47000,48,1192,0.1,920,0,PAID_UP
acc_08537669,F,32,8466,10000,60,243,0.16,690,0,PAID_UP
acc_08538046,M,35,22281,66000,60,1370,0.09,930,0,PAID_UP
acc_08538445,M,23,5944,12000,24,623,0.22,550,2688,DEFAULT
acc_08538819,F,27,5195,14000,48,426,0.2,580,0,PAID_UP
acc_08539150,M,33,6589,16000,48,504,0.22,540,0,PAID_UP
acc_08539342,M,53,15254,29000,60,690,0.15,760,13326,LIVE
acc_08540531,M,18,8268,7000,48,202,0.17,650,0,PAID_UP
acc_08541899,F,19,17831,27000,48,622,0.05,990,0,PAID_UP
acc_08542561,F,24,5875,18000,12,1659,0.19,610,0,PAID_UP
acc_08543361,F,33,3857,3000,36,121,0.26,510,0,PAID_UP
acc_08543366,F,37,19067,53000,36,1661,0.08,950,0,PAID_UP
acc_08544255,M,22,13454,12000,24,571,0.13,810,0,PAID_UP
acc_08545793,M,23,20038,84000,24,3838,0.09,940,0,PAID_UP
acc_08547186,F,28,13961,26000,60,578,0.12,880,0,PAID_UP
acc_08548039,M,42,6475,14000,24,747,0.25,510,4494,DEFAULT
acc_08548081,F,35,17161,58000,72,1074,0.1,930,0,PAID_UP
acc_08549524,M,21,6930,27000,36,990,0.19,590,0,PAID_UP
acc_08551101,M,22,13343,61000,48,1667,0.14,810,0,PAID_UP
acc_08552349,F,25,11134,35000,48,956,0.14,810,7733,LIVE
acc_08554391,M,39,11422,19000,36,668,0.16,700,8189,LIVE
acc_08555596,M,42,29087,89000,36,2748,0.07,970,0,PAID_UP
acc_08556654,M,59,11946,8000,48,231,0.17,660,2541,LIVE
acc_08557033,M,18,12297,59000,60,1373,0.14,790,0,PAID_UP
acc_08557105,F,23,6584,16000,24,799,0.18,640,0,PAID_UP
acc_08557335,M,28,23283,100000,24,4523,0.08,960,0,PAID_UP
acc_08558109,M,42,15437,41000,60,954,0.14,800,0,PAID_UP
acc_08559502,F,35,7146,7000,36,253,0.18,630,0,PAID_UP
acc_08560478,M,25,5828,17000,36,649,0.22,540,3707,DEFAULT
acc_08560912,F,18,9708,43000,60,1001,0.14,780,0,PAID_UP
acc_08561210,M,24,16833,69000,36,2259,0.11,880,23838,LIVE
acc_08561272,F,23,13041,58000,36,1926,0.12,870,0,PAID_UP
acc_08563097,F,24,7344,21000,36,749,0.17,670,0,PAID_UP
acc_08563799,M,40,13257,31000,60,737,0.15,750,0,PAID_UP
acc_08563808,M,32,11696,23000,48,640,0.15,730,0,PAID_UP
acc_08563876,M,47,11101,19000,24,939,0.17,670,0,PAID_UP
acc_08564940,F,32,6358,16000,36,586,0.19,610,0,PAID_UP
acc_08566834,M,18,7071,18000,48,538,0.19,610,0,PAID_UP
acc_08568145,F,45,9038,7000,48,202,0.17,670,2761,LIVE
acc_08568840,F,42,12531,21000,60,489,0.14,800,0,PAID_UP
acc_08569218,F,41,6430,8000,48,243,0.2,580,0,PAID_UP
acc_08569985,F,29,12298,32000,48,858,0.13,830,0,PAID_UP
acc_08570241,M,19,22155,98000,72,1624,0.06,980,0,PAID_UP
acc_08573911,M,35,7860,6000,36,223,0.2,590,0,PAID_UP
acc_08574213,M,27,12844,20000,60,465,0.14,780,0,PAID_UP
acc_08574815,F,35,3936,4000,24,218,0.27,500,0,PAID_UP
acc_08575279,F,37,4893,16000,24,830,0.22,530,0,PAID_UP
acc_08576388,M,38,28705,97000,12,8348,0.06,980,0,PAID_UP
acc_08576396,F,38,5013,11000,60,304,0.22,540,0,PAID_UP
acc_08577597,M,30,22218,58000,36,1844,0.09,950,21650,LIVE
acc_08578833,M,25,10218,30000,48,850,0.16,710,0,PAID_UP
acc_08579285,F,54,6124,9000,48,288,0.23,530,0,PAID_UP
acc_08579911,F,40,7185,22000,48,658,0.19,620,0,PAID_UP
acc_08580473,F,24,6623,23000,60,584,0.18,640,0,PAID_UP
acc_08580483,F,47,8578,27000,36,976,0.18,650,0,PAID_UP
acc_08580829,F,32,7558,23000,12,2098,0.17,660,0,PAID_UP
acc_08581469,M,18,20156,69000,36,2162,0.08,960,42187,LIVE
acc_08582064,M,40,7836,6000,60,159,0.2,570,0,PAID_UP
acc_08582312,M,24,16775,30000,60,652,0.11,880,0,PAID_UP
acc_08582512,M,18,9017,19000,48,548,0.17,680,0,PAID_UP
acc_08583383,M,45,32838,71000,12,6111,0.06,990,0,PAID_UP
acc_08584264,M,36,8935,23000,36,832,0.18,630,0,PAID_UP
acc_08584743,M,29,5790,22000,48,717,0.24,520,7195,LIVE
acc_08587028,M,39,14971,29000,60,675,0.14,800,0,PAID_UP
acc_08587358,F,42,10140,27000,48,765,0.16,720,0,PAID_UP
acc_08588096,F,32,12520,42000,48,1127,0.13,830,0,PAID_UP
acc_08588390,F,52,6596,16000,24,822,0.21,560,0,PAID_UP
acc_08588581,F,40,14079,48000,72,964,0.13,850,32131,LIVE
acc_08588633,F,20,9594,15000,36,520,0.15,770,0,PAID_UP
acc_08589124,M,29,6687,23000,48,712,0.21,560,5090,DEFAULT
acc_08589268,F,51,17979,46000,36,1506,0.11,890,22192,LIVE
acc_08589348,M,31,17883,13000,60,283,0.11,880,0,PAID_UP
acc_08589794,M,23,7581,23000,48,688,0.19,610,0,PAID_UP
acc_08590591,M,35,19167,69000,48,1783,0.11,890,0,PAID_UP
acc_08591351,M,36,11483,13000,60,316,0.16,710,0,PAID_UP
acc_08592170,M,41,12594,43000,48,1197,0.15,730,0,PAID_UP
acc_08594330,M,44,22412,63000,60,1370,0.11,910,0,PAID_UP
acc_08595498,M,34,7167,9000,48,279,0.21,560,2988,LIVE
acc_08597049,M,32,9178,15000,60,381,0.18,650,0,PAID_UP
acc_08598464,M,35,10271,13000,60,323,0.17,680,0,PAID_UP
acc_08599625,F,18,3106,9000,60,254,0.23,530,2814,DEFAULT
acc_08601869,M,40,11499,22000,60,535,0.16,700,0,PAID_UP
acc_08601887,F,24,5361,21000,60,556,0.2,590,9531,LIVE
acc_08601946,M,27,14773,40000,48,1073,0.13,830,0,PAID_UP
acc_08602161,M,47,20132,57000,48,1501,0.12,870,0,PAID_UP
acc_08602361,F,34,17760,27000,48,672,0.09,940,0,PAID_UP
acc_08603641,M,20,18450,74000,72,1371,0.1,920,0,PAID_UP
acc_08605143,F,23,10124,38000,60,884,0.14,780,0,PAID_UP
acc_08605301,F,33,12966,14000,60,319,0.13,840,0,PAID_UP
acc_08605423,M,19,7470,16000,60,415,0.19,620,0,PAID_UP
acc_08605643,F,22,8256,27000,60,657,0.16,710,0,PAID_UP
acc_08605987,F,39,8710,23000,36,820,0.17,680,0,PAID_UP
acc_08607637,F,28,8289,34000,60,827,0.16,700,0,PAID_UP
acc_08608501,M,21,13372,49000,72,984,0.13,810,0,PAID_UP
acc_08609748,M,54,9984,14000,12,1290,0.19,610,0,PAID_UP
acc_08610078,M,35,16263,59000,24,2805,0.13,840,53100,LIVE
acc_08610789,F,32,5316,8000,60,216,0.21,570,7200,LIVE
acc_08612470,F,43,10018,12000,60,292,0.16,720,0,PAID_UP
acc_08612797,M,34,15239,39000,60,887,0.13,820,0,PAID_UP
acc_08613219,F,33,15684,36000,72,685,0.11,900,0,PAID_UP
acc_08613604,M,36,9665,22000,60,559,0.18,650,6994,LIVE
acc_08614358,F,44,9137,10000,36,357,0.17,680,0,PAID_UP
acc_08615647,M,39,29801,54000,36,1618,0.05,990,0,PAID_UP
acc_08616436,F,37,19710,56000,60,1135,0.08,960,0,PAID_UP
acc_08617544,M,43,11873,13000,36,457,0.16,700,0,PAID_UP
acc_08619204,M,40,16272,42000,48,1127,0.13,820,9984,LIVE
acc_08619403,M,33,9329,33000,48,969,0.18,650,0,PAID_UP
acc_08619417,F,48,7440,22000,36,806,0.19,600,0,PAID_UP
acc_08620285,F,33,5529,15000,48,456,0.2,570,6106,LIVE
acc_08620959,F,42,6620,5000,36,186,0.2,590,0,PAID_UP
acc_08622077,M,38,9454,29000,48,852,0.18,640,0,PAID_UP
acc_08623055,M,30,8364,13000,48,382,0.18,620,0,PAID_UP
acc_08624545,M,23,5826,23000,48,725,0.22,540,3968,DEFAULT
acc_08626030,F,42,10379,33000,72,698,0.15,730,0,PAID_UP
acc_08627608,F,34,7318,21000,48,617,0.18,640,0,PAID_UP
acc_08628068,M,21,8373,14000,60,356,0.18,650,0,PAID_UP
acc_08628362,F,29,5130,8000,48,248,0.21,570,0,PAID_UP
acc_08630342,F,40,16378,50000,60,1087,0.11,900,0,PAID_UP
acc_08631309,F,29,4674,9000,48,279,0.21,550,1898,DEFAULT
acc_08634646,F,29,11734,25000,72,502,0.13,810,0,PAID_UP
acc_08635306,F,50,5890,6000,60,166,0.22,540,0,PAID_UP
acc_08635470,M,49,14712,42000,60,999,0.15,760,0,PAID_UP
acc_08636067,F,32,17582,18000,48,448,0.09,940,0,PAID_UP
acc_08636633,M,34,26152,29000,48,694,0.07,970,18079,LIVE
acc_08636874,M,43,10722,7000,12,638,0.17,670,0,PAID_UP
acc_08636968,F,29,7880,26000,60,646,0.17,680,0,PAID_UP
acc_08637017,F,36,20201,52000,72,887,0.07,970,0,PAID_UP
acc_08637248,F,31,8404,23000,48,652,0.16,690,0,PAID_UP
acc_08638659,M,18,19386,70000,60,1453,0.09,940,0,PAID_UP
acc_08639528,F,31,12296,37000,24,1759,0.13,820,0,PAID_UP
acc_08640223,M,42,6624,12000,48,391,0.24,520,10800,LIVE
acc_08640660,F,33,10776,30000,48,820,0.14,770,0,PAID_UP
acc_08640884,F,39,16796,21000,24,969,0.1,910,0,PAID_UP
acc_08641468,F,28,4505,6000,36,229,0.22,550,3312,LIVE
acc_08641998,M,49,8543,16000,48,487,0.2,570,0,PAID_UP
acc_08642476,F,36,4221,14000,36,557,0.25,510,0,PAID_UP
acc_08643731,M,20,22808,58000,48,1362,0.06,980,0,PAID_UP
acc_08644421,F,29,17338,21000,24,959,0.09,950,0,PAID_UP
acc_08645000,M,27,25765,30000,72,469,0.04,990,0,PAID_UP
acc_08645770,M,37,7832,10000,36,372,0.2,580,0,PAID_UP
acc_08646205,F,34,16808,59000,60,1254,0.1,920,0,PAID_UP
acc_08646222,M,37,5869,8000,48,283,0.29,500,1608,DEFAULT
acc_08649408,M,40,17011,43000,36,1449,0.13,840,0,PAID_UP
acc_08649706,M,21,10795,14000,60,333,0.15,740,0,PAID_UP
acc_08649993,F,27,3098,2000,36,83,0.28,500,432,DEFAULT
acc_08651373,M,29,15571,58000,48,1556,0.13,840,0,PAID_UP
acc_08653641,M,30,14576,41000,72,823,0.13,820,36593,LIVE
acc_08653717,M,20,19484,39000,48,971,0.09,940,0,PAID_UP
acc_08654578,M,28,14090,37000,48,993,0.13,810,0,PAID_UP
acc_08654757,M,51,8160,6000,48,186,0.21,550,0,PAID_UP
acc_08655223,F,19,4084,13000,12,1210,0.21,560,0,PAID_UP
acc_08655933,F,49,8595,22000,36,795,0.18,650,0,PAID_UP
acc_08657060,F,26,17663,45000,48,1099,0.08,960,7844,LIVE
acc_08658414,M,51,24902,42000,48,1065,0.1,910,0,PAID_UP
acc_08659336,F,28,12414,21000,48,563,0.13,840,0,PAID_UP
acc_08660227,F,41,6256,17000,48,517,0.2,580,0,PAID_UP
acc_08660537,F,41,21412,66000,60,1307,0.07,980,7175,LIVE
acc_08660606,M,39,7964,16000,12,1482,0.2,580,0,PAID_UP
acc_08661295,M,33,8180,19000,48,568,0.19,610,0,PAID_UP
acc_08662276,F,33,4959,13000,24,668,0.21,550,0,PAID_UP
acc_08663752,M,27,18657,72000,60,1565,0.11,910,0,PAID_UP
acc_08663921,M,35,6511,21000,60,580,0.22,530,0,PAID_UP
acc_08664089,M,26,9233,24000,36,856,0.17,670,0,PAID_UP
acc_08664815,F,34,4703,7000,12,655,0.22,540,0,PAID_UP
acc_08665588,M,41,30879,65000,12,5564,0.05,990,0,PAID_UP
acc_08666034,F,38,11817,42000,60,977,0.14,790,0,PAID_UP
acc_08667564,M,25,15583,26000,48,685,0.12,850,0,PAID_UP
acc_08669139,F,35,6937,23000,60,584,0.18,620,0,PAID_UP
acc_08670565,M,36,9984,28000,36,998,0.17,660,0,PAID_UP
acc_08670784,F,50,6124,8000,36,306,0.22,540,0,PAID_UP
acc_08671620,M,38,9559,32000,72,730,0.18,640,0,PAID_UP
acc_08672398,F,43,5300,13000,24,681,0.23,530,0,PAID_UP
acc_08672964,M,30,17687,32000,72,609,0.11,880,0,PAID_UP
acc_08674003,M,20,14830,24000,48,632,0.12,850,0,PAID_UP
acc_08676964,F,18,6391,25000,60,635,0.18,650,22485,LIVE
acc_08677049,F,18,11950,17000,48,448,0.12,850,0,PAID_UP
acc_08678922,M,39,29529,57000,36,1734,0.06,980,0,PAID_UP
acc_08679183,M,27,7012,26000,72,623,0.2,580,0,PAID_UP
acc_08679310,F,36,4071,9000,24,485,0.26,510,0,PAID_UP
acc_08680446,F,23,14821,52000,36,1678,0.1,910,0,PAID_UP
acc_08681067,M,36,9252,10000,60,254,0.18,640,0,PAID_UP
acc_08681101,M,30,20800,50000,36,1613,0.1,930,0,PAID_UP
acc_08681182,F,31,19022,79000,36,2439,0.07,970,0,PAID_UP
acc_08681538,M,56,24969,50000,60,1087,0.11,900,0,PAID_UP
acc_08683451,F,36,12762,46000,36,1550,0.13,820,0,PAID_UP
acc_08684047,M,42,21477,48000,48,1241,0.11,900,0,PAID_UP
acc_08684408,M,54,22195,48000,36,1594,0.12,870,0,PAID_UP
acc_08685744,M,42,14744,38000,60,884,0.14,780,0,PAID_UP
acc_08686170,M,31,20671,33000,60,701,0.1,920,0,PAID_UP
acc_08686955,F,18,13542,54000,48,1396,0.11,900,0,PAID_UP
acc_08686996,M,21,8144,7000,48,206,0.18,640,0,PAID_UP
acc_08687413,M,26,6659,23000,12,2142,0.21,570,0,PAID_UP
acc_08688300,M,33,10042,40000,60,994,0.17,680,0,PAID_UP
acc_08689895,M,28,25504,74000,60,1396,0.05,990,0,PAID_UP
acc_08690190,F,18,14394,59000,72,1093,0.1,920,0,PAID_UP
acc_08690345,M,21,5712,11000,48,347,0.22,540,2410,DEFAULT
acc_08691646,M,29,18066,42000,36,1375,0.11,890,36070,LIVE
acc_08691952,F,40,9955,25000,24,1224,0.16,720,0,PAID_UP
acc_08692528,F,45,13709,43000,48,1154,0.13,820,0,PAID_UP
acc_08693535,F,50,6639,12000,36,452,0.21,570,0,PAID_UP
acc_08693741,M,43,9680,16000,60,406,0.18,630,8398,LIVE
acc_08695525,F,33,16411,12000,36,387,0.1,920,0,PAID_UP
acc_08696281,F,42,16933,54000,48,1396,0.11,900,0,PAID_UP
acc_08697163,F,41,11092,19000,60,452,0.15,760,0,PAID_UP
acc_08697764,M,31,14763,50000,60,1138,0.13,820,0,PAID_UP
acc_08699827,F,31,17359,52000,36,1654,0.09,940,0,PAID_UP
acc_08700205,F,40,17759,31000,60,659,0.1,920,0,PAID_UP
acc_08700492,M,25,20823,40000,36,1272,0.09,940,0,PAID_UP
acc_08701798,M,29,21433,89000,24,4066,0.09,940,0,PAID_UP
acc_08702840,F,22,17011,19000,12,1653,0.08,960,0,PAID_UP
acc_08704355,F,32,11030,22000,60,512,0.14,780,0,PAID_UP
acc_08705924,F,36,6497,21000,48,628,0.19,600,5443,LIVE
acc_08706245,F,21,6646,8000,60,203,0.18,650,804,LIVE
acc_08707319,F,29,8916,14000,24,685,0.16,720,0,PAID_UP
acc_08708222,M,38,22386,19000,48,482,0.1,920,0,PAID_UP
acc_08708372,M,18,10291,41000,36,1441,0.16,730,0,PAID_UP
acc_08708444,F,35,14741,34000,60,756,0.12,880,0,PAID_UP
acc_08709350,F,33,10861,21000,48,574,0.14,770,0,PAID_UP
acc_08709544,F,28,6137,11000,48,329,0.19,610,5957,LIVE
acc_08710182,F,19,7524,12000,48,340,0.16,690,0,PAID_UP
acc_08712261,M,28,6278,19000,24,986,0.22,550,2402,DEFAULT
acc_08712420,F,28,17990,68000,24,3075,0.08,960,0,PAID_UP
acc_08712516,F,34,6104,16000,36,595,0.2,590,0,PAID_UP
acc_08714118,M,36,10689,38000,72,845,0.17,690,0,PAID_UP
acc_08715286,M,30,7681,11000,48,329,0.19,600,0,PAID_UP
acc_08715627,F,18,15358,62000,60,1287,0.09,940,0,PAID_UP
acc_08716021,F,32,7297,28000,48,822,0.18,650,0,PAID_UP
acc_08718334,F,20,11094,26000,60,592,0.13,820,0,PAID_UP
acc_08718750,M,37,17876,38000,36,1262,0.12,860,0,PAID_UP
acc_08718871,F,18,5224,11000,36,403,0.19,600,8688,LIVE
acc_08719195,F,31,10214,35000,36,1213,0.15,760,0,PAID_UP
acc_08719951,M,31,11521,33000,60,802,0.16,730,0,PAID_UP
acc_08720682,M,49,9142,26000,48,777,0.19,600,10668,LIVE
acc_08722607,M,35,11747,44000,48,1247,0.16,720,0,PAID_UP
acc_08722843,F,48,15579,41000,36,1362,0.12,860,0,PAID_UP
acc_08724066,M,43,25085,78000,48,1941,0.09,940,0,PAID_UP
acc_08724232,M,37,13719,36000,48,984,0.14,770,0,PAID_UP
acc_08724407,F,39,6888,24000,48,718,0.19,610,0,PAID_UP
acc_08724789,F,49,21938,53000,48,1294,0.08,960,0,PAID_UP
acc_08726051,F,40,8032,21000,48,617,0.18,650,0,PAID_UP
acc_08727817,M,35,9495,20000,60,508,0.18,650,6710,LIVE
acc_08727854,F,35,7658,19000,36,687,0.18,650,0,PAID_UP
acc_08728778,M,32,16793,52000,48,1369,0.12,860,0,PAID_UP
acc_08730096,F,38,5344,18000,48,557,0.21,550,4526,LIVE
acc_08730306,M,35,10556,15000,60,373,0.17,690,0,PAID_UP
acc_08730788,F,41,8021,27000,12,2475,0.18,650,6192,LIVE
acc_08732418,M,40,7793,18000,48,548,0.2,570,0,PAID_UP
acc_08732753,M,36,14379,27000,60,628,0.14,790,0,PAID_UP
acc_08733559,M,34,11498,36000,60,875,0.16,720,0,PAID_UP
acc_08735576,F,30,7480,22000,36,784,0.17,660,0,PAID_UP
acc_08736455,F,18,8855,11000,60,262,0.15,750,0,PAID_UP
acc_08736559,F,45,18606,21000,12,1846,0.1,920,0,PAID_UP
acc_08737286,M,44,10714,9000,24,445,0.17,670,0,PAID_UP
acc_08737352,M,28,6594,6000,60,162,0.21,560,2031,DEFAULT
acc_08739457,M,27,20079,32000,36,1033,0.1,930,0,PAID_UP
acc_08739550,F,42,15876,11000,60,239,0.11,880,0,PAID_UP
acc_08739975,F,41,19444,54000,60,1121,0.09,950,0,PAID_UP
acc_08740154,M,30,12798,12000,12,1077,0.14,770,0,PAID_UP
acc_08740928,F,34,6754,8000,36,293,0.19,620,0,PAID_UP
acc_08740983,F,37,4126,3000,12,287,0.26,510,0,PAID_UP
acc_08741596,M,37,7918,24000,36,892,0.2,580,0,PAID_UP
acc_08742078,F,32,6739,16000,60,406,0.18,620,0,PAID_UP
acc_08742459,M,52,29648,59000,72,1064,0.09,950,0,PAID_UP
acc_08744067,F,62,19278,8000,60,174,0.11,880,2514,LIVE
acc_08744143,M,40,23476,81000,36,2614,0.1,930,0,PAID_UP
acc_08744689,M,28,11988,33000,60,785,0.15,750,10452,LIVE
acc_08745024,M,42,28874,40000,24,1791,0.07,970,0,PAID_UP
acc_08747117,M,30,16771,67000,36,2225,0.12,860,0,PAID_UP
acc_08750020,M,40,10708,35000,24,1730,0.17,680,0,PAID_UP
acc_08752066,M,33,16784,67000,48,1764,0.12,850,0,PAID_UP
acc_08752203,F,34,19144,16000,48,391,0.08,960,0,PAID_UP
acc_08752352,F,30,9854,27000,60,642,0.15,750,20831,LIVE
acc_08753012,F,31,12969,54000,24,2567,0.13,840,0,PAID_UP
acc_08754838,M,21,5700,19000,36,726,0.22,540,1703,DEFAULT
